,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
775,583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,sustainable tourism  promoting environmental public health,sustainable tourism – promoting environmental public health,"['tourism promoting environmental', 'sustainable tourism promoting', 'sustainable tourism', 'environmental public health', 'tourism promoting', 'promoting environmental', 'tourism', 'promoting environmental public', 'public health', 'environmental public']"
776,387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,swift 5 ios application developer,swift 5 ios application developer,"['swift ios application', 'ios application developer', 'swift ios', 'ios application', 'swift', 'application developer', 'developer', 'ios', 'application']"
777,403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,system administration infrastructure services,system administration and it infrastructure services,"['administration infrastructure services', 'administration infrastructure', 'infrastructure services', 'administration', 'services', 'infrastructure']"
778,484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,systems biology biotechnology,systems biology and biotechnology,"['systems biology biotechnology', 'systems biology', 'biology biotechnology', 'biotechnology', 'biology', 'systems']"
779,647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,systems thinking public health,systems thinking in public health,"['thinking public health', 'systems thinking', 'systems thinking public', 'public health', 'systems', 'health', 'thinking public', 'thinking', 'public']"
780,67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,tesol certificate 1 teach english now,"tesol certificate, part 1: teach english now!","['tesol certificate teach', 'certificate teach english', 'teach english', 'tesol certificate', 'certificate teach', 'english', 'tesol', 'teach', 'certificate']"
781,234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,tesol certificate 2 teach english now,"tesol certificate, part 2: teach english now!","['tesol certificate teach', 'certificate teach english', 'teach english', 'tesol certificate', 'certificate teach', 'english', 'tesol', 'teach', 'certificate']"
782,559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,teach english now foundational principles,teach english now! foundational principles,"['teach english foundational', 'english foundational principles', 'teach english', 'english foundational', 'foundational principles', 'english', 'teach', 'foundational', 'principles']"
783,807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,teach english now teaching language online,teach english now! teaching language online,"['teaching language online', 'teach english teaching', 'english teaching', 'english teaching language', 'teach english', 'teaching language', 'language online', 'teaching', 'teach', 'english']"
784,788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,teaching character creating positive classrooms,teaching character and creating positive classrooms,"['teaching character', 'creating positive classrooms', 'positive classrooms', 'character creating positive', 'teaching character creating', 'creating positive', 'character', 'classrooms', 'teaching', 'character creating']"
785,466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,teamwork skills communicating effectively groups,teamwork skills: communicating effectively in groups,"['teamwork skills communicating', 'teamwork skills', 'communicating effectively groups', 'skills communicating effectively', 'skills communicating', 'teamwork', 'communicating effectively', 'communicating', 'effectively groups', 'skills']"
786,41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,technical support fundamentals,technical support fundamentals,"['technical support fundamentals', 'support fundamentals', 'technical support', 'support', 'fundamentals', 'technical']"
787,27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,tensorflow practice,tensorflow in practice,"['tensorflow practice', 'tensorflow', 'practice']"
788,217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,tensorflow data deployment,tensorflow: data and deployment,"['tensorflow data deployment', 'tensorflow data', 'tensorflow', 'data deployment', 'deployment', 'data']"
789,298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,terrorism counterterrorism comparing theory practice,terrorism and counterterrorism: comparing theory and practice,"['counterterrorism comparing theory', 'terrorism counterterrorism comparing', 'counterterrorism comparing', 'terrorism counterterrorism', 'counterterrorism', 'terrorism', 'theory practice', 'comparing theory practice', 'theory', 'comparing theory']"
790,460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,addicted brain,the addicted brain,"['addicted brain', 'addicted', 'brain']"
791,507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,art music production,the art of music production,"['music production', 'art music production', 'art music', 'music', 'production', 'art']"
792,133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,art sales mastering selling process,the art of sales: mastering the selling process,"['sales mastering selling', 'mastering selling', 'mastering selling process', 'sales mastering', 'selling process', 'sales', 'art sales mastering', 'selling', 'art sales', 'mastering']"
793,375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,arts science relationships understanding human needs,the arts and science of relationships: understanding human needs,"['relationships understanding human', 'arts science relationships', 'relationships', 'relationships understanding', 'understanding human needs', 'human needs', 'science relationships understanding', 'understanding human', 'arts', 'science relationships']"
794,135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,bits bytes computer networking,the bits and bytes of computer networking,"['bytes computer networking', 'computer networking', 'networking', 'bits bytes computer', 'bits bytes', 'bytes computer', 'bytes', 'bits', 'computer']"
795,65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,business health care,the business of health care,"['business health care', 'business health', 'health care', 'business', 'health', 'care']"
796,97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,business music production,the business of music production,"['business music production', 'music production', 'business music', 'production', 'music', 'business']"
797,768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,changing global order,the changing global order,"['global order', 'changing global order', 'order', 'changing global', 'global', 'changing']"
798,759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,cycle management successful arts cultural organizations,the cycle: management of successful arts and cultural organizations,"['management successful arts', 'arts cultural organizations', 'successful arts cultural', 'cultural organizations', 'successful arts', 'arts cultural', 'management', 'organizations', 'arts', 'management successful']"
799,81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,diy musician,the diy musician,"['diy musician', 'musician', 'diy']"
800,243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,data scientists toolbox,the data scientist’s toolbox,"['data scientist toolbox', 'data scientist', 'scientist toolbox', 'toolbox', 'data', 'scientist']"
801,864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,economics health care delivery,the economics of health care delivery,"['economics health care', 'health care delivery', 'economics health', 'health care', 'care delivery', 'economics', 'delivery', 'health', 'care']"
802,274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,global financial crisis,the global financial crisis,"['global financial crisis', 'financial crisis', 'financial', 'global financial', 'crisis', 'global']"
803,587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,horse course introduction basic care management,the horse course: introduction to basic care and management,"['horse course introduction', 'horse course', 'horse', 'introduction basic care', 'basic care management', 'care management', 'basic care', 'course introduction basic', 'course introduction', 'introduction basic']"
